FIPS,Adult obesity raw value,Poor or fair health raw value,Unemployment raw value
29095,0.304,0.19,0.070852884
29097,0.326,0.172,0.0526988514
29099,0.311,0.151,0.0625301412
29101,0.294,0.155,0.0631955828
29103,0.323,0.188,0.0453187251
29105,0.32,0.196,0.0803442427
29107,0.309,0.142,0.0589360223
29109,0.304,0.174,0.0585921915
29111,0.361,0.168,0.0518074618
29113,0.332,0.152,0.0650253002
29115,0.298,0.172,0.0797253481
29117,0.283,0.15,0.0497410739
29119,0.285,0.221,0.0571345987
29121,0.309,0.17,0.0609123554
29123,0.361,0.189,0.0668714983
29125,0.329,0.16,0.0610515824
29127,0.357,0.178,0.0550221314
29129,0.361,0.172,0.0502673797
29131,0.346,0.186,0.076390077
29133,0.332,0.27,0.0732559987
29135,0.304,0.152,0.0594931563
29137,0.314,0.161,0.0655229926
29139,0.327,0.181,0.0598708326
29141,0.272,0.188,0.0848997884
29143,0.34,0.211,0.0732829832
29145,0.317,0.17,0.0532308864
29147,0.284,0.185,0.0646948517
29149,0.336,0.218,0.073958832
29151,0.326,0.131,0.0462682457
29153,0.332,0.199,0.0868140868
29155,0.338,0.236,0.0903986524
29157,0.317,0.144,0.0539990305
29159,0.352,0.209,0.0609950297
29161,0.301,0.171,0.0620089925
29163,0.312,0.175,0.0567280712
29165,0.311,0.126,0.0511368927
29167,0.322,0.187,0.0624209194
29169,0.332,0.176,0.0726395409
29171,0.324,0.173,0.0494071146
29173,0.345,0.138,0.052734375
29175,0.326,0.198,0.0679584121
29177,0.354,0.152,0.0676058834
29179,0.327,0.199,0.0821309656
29181,0.342,0.217,0.0797425353
29183,0.283,0.118,0.0484180295
29185,0.308,0.188,0.0765597813
29186,0.288,0.155,0.0655233069
29187,0.336,0.183,0.0754952367
29189,0.276,0.142,0.058427546
29195,0.38,0.197,0.0556243368
29197,0.319,0.197,0.0699693565
29199,0.346,0.166,0.0478745357
29201,0.363,0.191,0.0656451855
29203,0.333,0.184,0.0937136205
29205,0.328,0.174,0.0604681404
29207,0.341,0.176,0.0759233926
29209,0.322,0.162,0.0946185689
29211,0.341,0.195,0.0654611212
29213,0.308,0.184,0.0958850781
29215,0.307,0.193,0.0780209324
29217,0.311,0.17,0.0564123377
29219,0.292,0.153,0.0620418695
29221,0.367,0.205,0.0851630073
29223,0.347,0.2,0.0731277533
29225,0.329,0.17,0.059711568
29227,0.312,0.16,0.039039039
29229,0.356,0.215,0.0713261181
29510,0.318,0.233,0.0768067716
30000,0.2460412105,0.144,0.047145662
30001,0.266,0.13,0.0373240873
30003,0.367,0.223,0.1001063076
30005,0.338,0.217,0.0582247557
30007,0.335,0.117,0.0552922591
30009,0.241,0.124,0.0391112743
30011,0.258,0.124,0.0335766423
30013,0.29,0.128,0.0435425311
30015,0.26,0.161,0.0324551355
30017,0.301,0.116,0.0325068037
30019,0.261,0.107,0.031282586
30021,0.284,0.12,0.0265414455
30023,0.269,0.144,0.0448464292
30025,0.274,0.101,0.0190657769
30027,0.261,0.12,0.0435906272
30029,0.221,0.124,0.064902646
30031,0.164,0.104,0.0348316963
30033,0.256,0.108,0.0267379679
30035,0.342,0.218,0.1072925398
30037,0.267,0.144,0.0472636816
30039,0.262,0.118,0.0700843608
30041,0.335,0.172,0.0583396608
30043,0.243,0.103,0.045997191
30045,0.264,0.115,0.0430769231
30047,0.27,0.17,0.0582278481
30049,0.244,0.12,0.0374418932
30051,0.264,0.121,0.0313765182
30053,0.271,0.151,0.1127969158
30055,0.239,0.114,0.0242587601
30057,0.206,0.114,0.0463202445
30059,0.24,0.149,0.0428724544
30061,0.263,0.151,0.0903954802
30063,0.214,0.134,0.0448211797
30065,0.268,0.14,0.0407484407
30067,0.226,0.115,0.0561991619
30069,0.249,0.133,0.0402684564
30071,0.262,0.145,0.0536246276
30073,0.298,0.147,0.0494256874
30075,0.271,0.121,0.0320452403
30077,0.275,0.128,0.0522413212
30079,0.271,0.134,0.0438931298
30081,0.207,0.143,0.0621147463
30083,0.29,0.123,0.0239945467
30085,0.348,0.239,0.0527395855
30087,0.337,0.165,0.0573263559
30089,0.278,0.158,0.094162761
30091,0.303,0.109,0.0268994809
30093,0.251,0.158,0.0498424186
30095,0.217,0.106,0.0379596679
30097,0.23,0.119,0.0354570637
30099,0.264,0.129,0.0376454483
30101,0.265,0.137,0.0303157895
30103,0.268,0.139,0.0424929178
30105,0.29,0.125,0.0307517084
30107,0.263,0.135,0.0502512563
30109,0.283,0.131,0.0307414105
30111,0.248,0.135,0.0374567398
31000,0.2954617278,0.128,0.0331756939
31001,0.297,0.131,0.0336387821
31003,0.271,0.114,0.0272802425
31005,0.298,0.116,0.0550458716
31007,0.331,0.129,0.0380047506
31009,0.276,0.118,0.045112782
31011,0.279,0.12,0.0261951539
31013,0.315,0.149,0.0307114827
31015,0.328,0.136,0.0332434861
31017,0.31,0.13,0.0341463415
31019,0.296,0.119,0.0273660617
31021,0.327,0.132,0.0434662999
31023,0.282,0.115,0.0296662546
31025,0.338,0.1,0.0377906977
31027,0.28,0.105,0.0241576605
31029,0.272,0.131,0.0202702703
31031,0.26,0.12,0.0248842593
31033,0.283,0.121,0.0214592275
31035,0.324,0.128,0.0331239292
31037,0.311,0.172,0.0294792586
31039,0.289,0.113,0.0269238497
31041,0.341,0.116,0.0243744956
31043,0.344,0.172,0.0531097135
31045,0.28,0.122,0.0311094453
31047,0.329,0.172,0.0349237212
31049,0.271,0.136,0.0274473925
31051,0.307,0.13,0.0336828726
31053,0.308,0.139,0.0364115277
31055,0.282,0.128,0.0366149739
31057,0.341,0.14,0.0227617602
31059,0.305,0.108,0.0240048617
31061,0.364,0.123,0.0321969697
31063,0.35,0.124,0.0275464446
31065,0.326,0.144,0.0285714286
31067,0.354,0.13,0.0420627803
31069,0.313,0.13,0.0294117647
31071,0.276,0.127,0.0263157895
31073,0.336,0.117,0.0296943231
31075,0.289,0.138,0.0264423077
31077,0.334,0.135,0.0317829457
31079,0.33,0.171,0.0383839619
31081,0.302,0.109,0.0294723825
31083,0.314,0.121,0.0267467249
31085,0.303,0.123,0.0288924559
31087,0.342,0.146,0.0355292376
31089,0.319,0.118,0.0268557131
31091,0.271,0.138,0.0416666667
31093,0.309,0.119,0.0364006989
31095,0.352,0.121,0.0307975178
31097,0.297,0.137,0.0389194139
31099,0.323,0.106,0.024535124
31101,0.28,0.132,0.0288870008
31103,0.278,0.127,0.0275526742
31105,0.316,0.146,0.0262105731
31107,0.3,0.126,0.0315174285
31109,0.261,0.098,0.0292863436
31111,0.332,0.137,0.032421319
31113,0.286,0.122,0.0318091451
31115,0.301,0.131,0.037037037
31117,0.31,0.113,0.0291005291
31119,0.323,0.144,0.0296083068
31121,0.344,0.116,0.0371861677
31123,0.306,0.151,0.0299224233
31125,0.305,0.13,0.0272727273
31127,0.346,0.128,0.0401168969
31129,0.309,0.121,0.0286885246
31131,0.337,0.125,0.0380883938
31133,0.317,0.135,0.0281605752
31135,0.264,0.102,0.0214938205
31137,0.35,0.115,0.0265382347
31139,0.353,0.107,0.0284170972
31141,0.3,0.122,0.0297591743
31143,0.3,0.116,0.0317725753
31145,0.299,0.124,0.0259965338
31147,0.357,0.145,0.0409986257
31149,0.315,0.13,0.0260475651
31151,0.331,0.144,0.0351910174
31153,0.289,0.101,0.0313942137
31155,0.273,0.11,0.0346270251
31157,0.342,0.172,0.0372498936
31159,0.291,0.109,0.0299348282
31161,0.301,0.151,0.0303571429
31163,0.344,0.124,0.033199771
31165,0.308,0.117,0.0275
31167,0.332,0.134,0.0281337047
31169,0.301,0.129,0.0262209112
31171,0.308,0.108,0.035046729
31173,0.408,0.229,0.0666013712
31175,0.314,0.123,0.029535865
31177,0.31,0.097,0.0322064057
31179,0.296,0.132,0.0283119658
31181,0.318,0.133,0.0342857143
31183,0.278,0.126,0.0286806883
31185,0.321,0.112,0.03147506
32000,0.2541319213,0.183,0.0775319088
32001,0.288,0.173,0.0743425332
32003,0.258,0.178,0.0781118675
32005,0.224,0.125,0.0787528558
32007,0.319,0.16,0.0548003549
32009,0.266,0.249,0.0449438202
32011,0.263,0.148,0.0588235294
32013,0.247,0.155,0.0613223325
32015,0.285,0.159,0.0645833333
32017,0.252,0.163,0.0776748971
32019,0.299,0.17,0.101142355
32021,0.264,0.2,0.1113105925
32023,0.291,0.189,0.0949754902
32027,0.324,0.19,0.072944809
32029,0.259,0.125,0.0899470899
32031,0.222,0.163,0.074362234
32033,0.251,0.15,0.0598325505
32510,0.241,0.181,0.0848891016
33000,0.2728578226,0.13,0.0431191386
33001,0.307,0.119,0.0413363533
33003,0.231,0.116,0.0425181956
33005,0.25,0.12,0.0411363527
33007,0.301,0.141,0.0582311168
33009,0.267,0.118,0.0359133256
33011,0.273,0.115,0.0451357001
33013,0.29,0.105,0.0380871408
33015,0.257,0.115,0.0466188
33017,0.298,0.128,0.0400125262
33019,0.282,0.122,0.0354837366
34000,0.2472484937,0.162,0.0664523136
34001,0.268,0.171,0.1037857733
34003,0.204,0.126,0.0537284544
34005,0.27,0.114,0.0632302554
34007,0.29,0.157,0.075007826
34009,0.271,0.132,0.1203611037
34011,0.336,0.211,0.0986972381
34013,0.273,0.201,0.0788163709
34015,0.292,0.134,0.071092149
34017,0.239,0.226,0.064991533
34019,0.213,0.096,0.0474949145
34021,0.243,0.147,0.0571916171
34023,0.24,0.137,0.0600261043
34025,0.227,0.112,0.0595426815
34027,0.204,0.1,0.0491098159
34029,0.268,0.141,0.0717995884
34031,0.241,0.201,0.0811996603
34033,0.32,0.163,0.0824558613
34035,0.213,0.103,0.0511185965
34037,0.255,0.099,0.0624785445
34039,0.245,0.154,0.0680596758
34041,0.271,0.124,0.0612451023
35000,0.2355233785,0.201,0.0654108914
35001,0.204,0.166,0.0611217656
35003,0.219,0.168,0.0714285714
35005,0.299,0.22,0.0601686064
35006,0.329,0.236,0.079915292
35007,0.24,0.189,0.0614649682
35009,0.3,0.192,0.0494561681
35011,0.238,0.185,0.0501285347
35013,0.232,0.23,0.0717396902
35015,0.301,0.182,0.0429403453
35017,0.21,0.172,0.0662768031
35019,0.27,0.231,0.0759416768
35021,0.227,0.179,0.0430769231
35023,0.256,0.223,0.0707662274
35025,0.347,0.189,0.0426603074
35027,0.215,0.165,0.0585755491
35028,0.203,0.083,0.0406852248
35029,0.231,0.264,0.1804574979
35031,0.333,0.254,0.0983275906
35033,0.238,0.326,0.1113721805
35035,0.257,0.189,0.0609638166
35037,0.324,0.2,0.0619212963
35039,0.241,0.231,0.083211054
35041,0.281,0.199,0.0549789968
35043,0.241,0.163,0.0709878602
35045,0.303,0.188,0.0628311198
35047,0.222,0.285,0.0772248974
35049,0.138,0.151,0.0537407356
35051,0.21,0.175,0.0878150169
35053,0.256,0.242,0.0716390138
35055,0.169,0.198,0.0969360087
35057,0.255,0.218,0.0954676953
35059,0.284,0.178,0.0508373206
35061,0.271,0.204,0.0767654692
36000,0.2413958665,0.168,0.0632294333
36001,0.272,0.122,0.0489919957
36003,0.298,0.135,0.0619002742
36005,0.289,0.287,0.0980482337
36007,0.247,0.137,0.0659646739
36009,0.284,0.139,0.0687826371
36011,0.303,0.124,0.0597656043
36013,0.298,0.138,0.0679924472
36015,0.319,0.127,0.0626496616
36017,0.328,0.131,0.0615292199
36019,0.296,0.134,0.0668811895
36021,0.253,0.116,0.0472273391
36023,0.277,0.122,0.0643831005
36025,0.258,0.123,0.0648253372
36027,0.249,0.126,0.0532899692
36029,0.265,0.137,0.0608604665
36031,0.285,0.116,0.0688910362
36033,0.298,0.148,0.0728489669
36035,0.287,0.129,0.0764181903
36037,0.295,0.118,0.0552102377
36039,0.296,0.121,0.0669932286
36041,0.28,0.104,0.0728612362
36043,0.298,0.125,0.0675262163
36045,0.274,0.13,0.0764256194
36047,0.223,0.201,0.0768962193
36049,0.272,0.122,0.0782169891
36051,0.299,0.127,0.0577982538
36053,0.294,0.121,0.0641079335
36055,0.272,0.131,0.0577910595
36057,0.251,0.145,0.0746785361
36059,0.227,0.121,0.0476739076
36061,0.147,0.141,0.0605094915
36063,0.302,0.129,0.069498183
36065,0.304,0.13,0.0609736093
36067,0.278,0.127,0.0556633325
36069,0.295,0.111,0.0525196605
36071,0.261,0.137,0.0548133059
36073,0.306,0.138,0.0761904762
36075,0.293,0.136,0.0803199013
36077,0.255,0.126,0.0568632637
36079,0.272,0.103,0.0488217836
36081,0.238,0.175,0.063806336
36083,0.236,0.121,0.0534262201
36085,0.263,0.132,0.0724209998
36087,0.209,0.131,0.051203277
36089,0.286,0.141,0.077239043
36091,0.256,0.098,0.0464804334
36093,0.26,0.121,0.0537647105
36095,0.269,0.116,0.0664834797
36097,0.3,0.12,0.0692469107
36099,0.307,0.127,0.0565189467
36101,0.295,0.122,0.0692163463
36103,0.228,0.124,0.0532051842
36105,0.307,0.152,0.0667807191
36107,0.315,0.108,0.0609994591
36109,0.237,0.129,0.0432260308
36111,0.281,0.129,0.0577568229
36113,0.26,0.113,0.0650663689
36115,0.298,0.122,0.0604075945
36117,0.294,0.121,0.0615425961
36119,0.196,0.129,0.0512357649
36121,0.263,0.121,0.0651241106
36123,0.253,0.131,0.055769725
37000,0.2912762715,0.186,0.0613853854
37001,0.337,0.181,0.0560231802
37003,0.33,0.157,0.055435733
37005,0.257,0.187,0.0674183157
37007,0.345,0.245,0.0699558174
37009,0.264,0.177,0.0676685621
37011,0.259,0.177,0.063502498
37013,0.329,0.188,0.0717378172
37015,0.355,0.252,0.0781175913
37017,0.348,0.242,0.091784384
37019,0.286,0.168,0.075506796
37021,0.228,0.163,0.0456529433
37023,0.315,0.194,0.0618451836
37025,0.278,0.155,0.0564530925
37027,0.31,0.185,0.0706190798
37029,0.323,0.131,0.0598964197
37031,0.262,0.149,0.0597527028
37033,0.358,0.196,0.069665272
37035,0.308,0.155,0.0629537022
37037,0.27,0.162,0.0468938003
37039,0.285,0.171,0.0701834444
37041,0.324,0.213,0.0773588246
37043,0.286,0.176,0.0639722291
37045,0.321,0.185,0.071416007
37047,0.31,0.231,0.0833296919
37049,0.295,0.165,0.0680950983
37051,0.32,0.181,0.0777534381
37053,0.283,0.139,0.0607046953
37055,0.281,0.137,0.0818787206
37057,0.302,0.171,0.0616377706
37059,0.28,0.149,0.0565433855
37061,0.292,0.26,0.0628761782
37063,0.282,0.182,0.0499274637
37065,0.392,0.253,0.101287777
37067,0.287,0.193,0.05856466
37069,0.318,0.189,0.0615640011
37071,0.336,0.171,0.0651264886
37073,0.341,0.183,0.0587895143
37075,0.305,0.174,0.1287720347
37077,0.37,0.18,0.0548185232
37079,0.342,0.227,0.062373171
37081,0.284,0.16,0.063976319
37083,0.394,0.236,0.095448289
37085,0.33,0.212,0.0720175133
37087,0.264,0.154,0.0554739702
37089,0.243,0.15,0.0483903914
37091,0.352,0.249,0.0724699828
37093,0.348,0.22,0.0792488361
37095,0.299,0.191,0.0891364903
37097,0.282,0.149,0.0605774674
37099,0.324,0.179,0.0637241379
37101,0.352,0.182,0.0545740547
37103,0.344,0.188,0.0637168142
37105,0.293,0.197,0.0806093175
37107,0.36,0.222,0.0700682976
37109,0.288,0.158,0.0593515709
37111,0.303,0.189,0.0632647116
37113,0.251,0.172,0.0649875412
37115,0.248,0.159,0.0584027333
37117,0.364,0.218,0.0765862104
37119,0.235,0.163,0.0587090262
37121,0.288,0.165,0.0750616523
37123,0.319,0.22,0.0637663363
37125,0.279,0.166,0.0592350131
37127,0.312,0.197,0.0786521987
37129,0.26,0.154,0.0579232378
37131,0.378,0.241,0.0789374292
37133,0.261,0.176,0.0591317718
37135,0.199,0.151,0.0444559812
37137,0.319,0.164,0.0653656688
37139,0.337,0.193,0.0797578157
37141,0.288,0.168,0.068907563
37143,0.332,0.184,0.0757605496
37145,0.327,0.189,0.0740904323
37147,0.344,0.191,0.062826014
37149,0.27,0.139,0.0519822733
37151,0.298,0.204,0.0627617584
37153,0.371,0.227,0.0873385622
37155,0.391,0.294,0.092352918
37157,0.34,0.185,0.0727971212
37159,0.343,0.187,0.0667241324
37161,0.281,0.19,0.0842130328
37163,0.386,0.228,0.0619156098
37165,0.366,0.259,0.1172471674
37167,0.298,0.164,0.0589585983
37169,0.337,0.152,0.0578299982
37171,0.289,0.19,0.0606997459
37173,0.353,0.207,0.0886374352
37175,0.24,0.145,0.0580104237
37177,0.31,0.215,0.0954872466
37179,0.266,0.148,0.0511519011
37181,0.369,0.238,0.0916913449
37183,0.249,0.138,0.0476270593
37185,0.377,0.238,0.0870588235
37187,0.328,0.244,0.0943546778
37189,0.264,0.185,0.0513307985
37191,0.347,0.202,0.0627577584
37193,0.262,0.192,0.0652456104
37195,0.381,0.219,0.0927614515
37197,0.323,0.178,0.0543645152
37199,0.27,0.165,0.0658883521
38000,0.3021837814,0.137,0.0276221996
38001,0.333,0.118,0.0288808664
38003,0.328,0.119,0.0324082363
38005,0.354,0.249,0.0678513732
38007,0.297,0.109,0.0301204819
38009,0.302,0.113,0.0365664704
38011,0.297,0.103,0.0184891706
38013,0.296,0.131,0.0281910728
38015,0.294,0.105,0.0250834725
38017,0.273,0.108,0.024930511
38019,0.312,0.109,0.0311871227
38021,0.329,0.113,0.0217222653
38023,0.286,0.123,0.0154269972
38025,0.303,0.126,0.012716763
38027,0.315,0.141,0.0592885375
38029,0.313,0.129,0.0592401803
38031,0.294,0.112,0.0317848411
38033,0.291,0.13,0.0218295218
38035,0.29,0.132,0.0285928264
38037,0.324,0.132,0.0295719844
38039,0.297,0.102,0.0246808511
38041,0.31,0.118,0.0228956229
38043,0.287,0.115,0.043194784
38045,0.332,0.112,0.0261379
38047,0.335,0.115,0.0321507761
38049,0.288,0.128,0.0451977401
38051,0.321,0.129,0.0315789474
38053,0.335,0.131,0.0145673604
38055,0.329,0.118,0.0420445177
38057,0.309,0.113,0.0405534351
38059,0.323,0.11,0.0336202595
38061,0.336,0.156,0.0130675526
38063,0.304,0.108,0.0394218134
38065,0.307,0.112,0.0620239391
38067,0.32,0.108,0.058676307
38069,0.325,0.123,0.0442233278
38071,0.312,0.123,0.0366236484
38073,0.324,0.118,0.0300556586
38075,0.302,0.106,0.0272401434
38077,0.327,0.113,0.0314399252
38079,0.411,0.29,0.1175622812
38081,0.317,0.103,0.0235674677
38083,0.317,0.114,0.0572289157
38085,0.391,0.305,0.0475129918
38087,0.282,0.119,0.0229166667
38089,0.288,0.115,0.0162816588
38091,0.312,0.104,0.024
38093,0.302,0.112,0.0285525196
38095,0.307,0.117,0.038590604
38097,0.362,0.118,0.0276528777
38099,0.302,0.127,0.0484131253
38101,0.297,0.115,0.0270154005
38103,0.321,0.12,0.0476864967
38105,0.348,0.12,0.0118856011
39000,0.3047777376,0.171,0.0573438695
39001,0.283,0.2,0.0910047847
39003,0.338,0.155,0.0572212707
39005,0.301,0.161,0.0584788468
39007,0.307,0.168,0.0704019488
39009,0.288,0.205,0.0683054086
39011,0.344,0.138,0.042525933
39013,0.331,0.158,0.066074578
39015,0.373,0.163,0.0719131615
39017,0.301,0.157,0.053811227
39019,0.345,0.154,0.0598754122
39021,0.366,0.149,0.0497569775
39023,0.304,0.167,0.0557655521
39025,0.293,0.142,0.0532167383
39027,0.348,0.16,0.0761114404
39029,0.322,0.159,0.0639386189
39031,0.337,0.168,0.0728689843
39033,0.321,0.153,0.0651659364
39035,0.286,0.165,0.0639407122
39037,0.305,0.153,0.0518349496
39039,0.315,0.158,0.0538388526
39041,0.271,0.099,0.0400707367
39043,0.314,0.163,0.0623201795
39045,0.311,0.146,0.050448116
39047,0.324,0.176,0.0575311598
39049,0.292,0.169,0.0476013561
39051,0.328,0.15,0.0584727142
39053,0.313,0.194,0.0753121224
39055,0.276,0.129,0.0512955466
39057,0.285,0.146,0.0518712405
39059,0.364,0.18,0.0666843361
39061,0.289,0.155,0.0533782379
39063,0.302,0.15,0.0440629541
39065,0.342,0.178,0.0559583443
39067,0.294,0.169,0.0594850949
39069,0.302,0.153,0.0629686249
39071,0.337,0.182,0.0763482593
39073,0.34,0.171,0.0627159381
39075,0.282,0.165,0.0391652805
39077,0.335,0.153,0.0793269231
39079,0.368,0.187,0.0859262624
39081,0.336,0.181,0.0799932976
39083,0.342,0.142,0.0521708345
39085,0.264,0.134,0.0564637608
39087,0.389,0.183,0.0652755692
39089,0.293,0.138,0.051156553
39091,0.312,0.162,0.049270468
39093,0.299,0.148,0.0660788875
39095,0.324,0.189,0.0633045774
39097,0.286,0.152,0.04678935
39099,0.306,0.173,0.0658384059
39101,0.339,0.176,0.0591548285
39103,0.289,0.119,0.0515801402
39105,0.346,0.19,0.0896257387
39107,0.287,0.127,0.0375651099
39109,0.315,0.14,0.0532173443
39111,0.361,0.159,0.1083165661
39113,0.31,0.191,0.0603498903
39115,0.333,0.188,0.0775668809
39117,0.369,0.147,0.05764692
39119,0.325,0.177,0.0702407672
39121,0.329,0.168,0.0759095379
39123,0.306,0.147,0.0744431688
39125,0.299,0.16,0.0535341321
39127,0.355,0.171,0.0715484553
39129,0.359,0.148,0.0555662893
39131,0.312,0.202,0.0899693721
39133,0.285,0.151,0.058182191
39135,0.323,0.155,0.0562420711
39137,0.333,0.127,0.0449143469
39139,0.33,0.164,0.0640179828
39141,0.363,0.181,0.0632779775
39143,0.324,0.175,0.0563086883
39145,0.363,0.205,0.0866078589
39147,0.349,0.146,0.056066547
39149,0.323,0.143,0.0502340883
39151,0.308,0.155,0.0569984996
39153,0.292,0.165,0.0578774702
39155,0.33,0.172,0.0702977862
39157,0.346,0.165,0.0543682454
39159,0.322,0.129,0.0434734143
39161,0.367,0.141,0.0483054959
39163,0.313,0.198,0.0788381743
39165,0.286,0.123,0.0484112791
39167,0.332,0.168,0.0620677425
39169,0.273,0.147,0.0458396624
39171,0.341,0.166,0.0539432345
39173,0.306,0.156,0.051596802
39175,0.352,0.134,0.043293514
40000,0.3242911122,0.2,0.0449579467
40001,0.382,0.29,0.076130154
40003,0.347,0.182,0.0252790545
40005,0.359,0.23,0.0611390285
40007,0.357,0.177,0.0274234694
40009,0.335,0.178,0.0284397839
40011,0.379,0.185,0.0346136668
40013,0.349,0.209,0.0487295313
40015,0.362,0.223,0.0548319519
40017,0.342,0.147,0.0356638254
40019,0.324,0.203,0.0447589725
40021,0.348,0.267,0.0595726075
40023,0.342,0.265,0.0812510921
40025,0.307,0.215,0.0289741582
40027,0.299,0.171,0.03654573
40029,0.359,0.237,0.0683910566
40031,0.349,0.21,0.0476346777
40033,0.357,0.194,0.0460829493
40035,0.301,0.22,0.0558426404
40037,0.355,0.196,0.0498481618
40039,0.298,0.206,0.0310939771
40041,0.334,0.236,0.0580481173
40043,0.339,0.175,0.0315656566
40045,0.317,0.175,0.0303159693
40047,0.358,0.179,0.0357520554
40049,0.356,0.205,0.0407870629
40051,0.332,0.177,0.0398190045
40053,0.367,0.146,0.02703677
40055,0.322,0.19,0.0472440945
40057,0.368,0.249,0.0405932865
40059,0.349,0.19,0.0280898876
40061,0.356,0.23,0.0719090698
40063,0.359,0.239,0.0701473983
40065,0.307,0.21,0.0438496583
40067,0.354,0.222,0.047008547
40069,0.393,0.223,0.069904548
40071,0.287,0.222,0.0568347572
40073,0.291,0.163,0.0310195779
40075,0.303,0.245,0.0410345685
40077,0.355,0.209,0.0751765893
40079,0.393,0.246,0.0695431209
40081,0.372,0.181,0.045301361
40083,0.324,0.172,0.0400503047
40085,0.346,0.184,0.0364826941
40087,0.304,0.158,0.0370828183
40089,0.341,0.229,0.0795422436
40091,0.355,0.22,0.0889654183
40093,0.319,0.16,0.0263644773
40095,0.336,0.229,0.0481508339
40097,0.354,0.201,0.0493694082
40099,0.383,0.198,0.0420971473
40101,0.346,0.227,0.0578860218
40103,0.335,0.171,0.0366939146
40105,0.351,0.204,0.0611943448
40107,0.317,0.253,0.0599326599
40109,0.301,0.173,0.0419646176
40111,0.374,0.23,0.0674219911
40113,0.365,0.191,0.0515395232
40115,0.328,0.235,0.0662372832
40117,0.339,0.188,0.0528173795
40119,0.296,0.203,0.0372449247
40121,0.326,0.213,0.061216081
40123,0.364,0.214,0.0436460639
40125,0.364,0.197,0.0474366622
40127,0.312,0.225,0.0737179487
40129,0.313,0.171,0.0287000563
40131,0.32,0.168,0.0420621026
40133,0.36,0.235,0.0680279306
40135,0.374,0.252,0.0700833032
40137,0.328,0.199,0.0455957511
40139,0.313,0.248,0.0372804655
40141,0.343,0.242,0.0470804035
40143,0.302,0.167,0.0430802631
40145,0.343,0.167,0.0423131962
40147,0.293,0.178,0.042674136
40149,0.414,0.157,0.0346126255
40151,0.323,0.169,0.0271519353
40153,0.386,0.183,0.0308312248
41000,0.2604018694,0.152,0.0694913814
41001,0.261,0.145,0.0854345891
41003,0.197,0.13,0.0531755406
41005,0.255,0.108,0.062840985
41007,0.29,0.134,0.0665084446
41009,0.321,0.13,0.0840143116
41011,0.283,0.148,0.0915460777
41013,0.265,0.149,0.1007186291
41015,0.29,0.131,0.1035673188
41017,0.233,0.123,0.0789054099
41019,0.31,0.161,0.0941570188
41021,0.274,0.114,0.079667063
41023,0.259,0.135,0.1076923077
41025,0.304,0.159,0.0983213429
41027,0.245,0.148,0.0546919566
41029,0.251,0.147,0.0860520679
41031,0.311,0.174,0.0902415665
41033,0.263,0.141,0.0964312832
41035,0.29,0.165,0.0966198757
41037,0.319,0.15,0.097955707
41039,0.273,0.131,0.0706930635
41041,0.279,0.148,0.079580088
41043,0.323,0.159,0.0836727138
41045,0.285,0.207,0.0819685623
41047,0.333,0.154,0.0748688507
41049,0.274,0.175,0.0707216124
41051,0.205,0.142,0.0605631123
41053,0.34,0.137,0.0695438219
41055,0.275,0.137,0.0751708428
41057,0.273,0.151,0.0699382108
41059,0.321,0.167,0.0791488881
41061,0.271,0.141,0.0742570042
41063,0.25,0.128,0.1016423923
41065,0.269,0.154,0.0669603524
41067,0.244,0.11,0.0572315007
41069,0.265,0.138,0.0639455782
41071,0.299,0.144,0.0657654076
42000,0.2881778809,0.162,0.0580017064
42001,0.322,0.133,0.0449479062
42003,0.258,0.142,0.0531976266
42005,0.334,0.148,0.0643005509
42007,0.304,0.142,0.0643721449
42009,0.348,0.15,0.065329964
42011,0.308,0.165,0.054727195
42013,0.338,0.148,0.0562833257
42015,0.327,0.14,0.0533202071
42017,0.263,0.116,0.0520576352
42019,0.288,0.123,0.0503678026
42021,0.292,0.149,0.0692990676
42023,0.276,0.143,0.0701754386
42025,0.359,0.143,0.0695320383
42027,0.253,0.14,0.0414008643
42029,0.239,0.109,0.0413009145
42031,0.33,0.149,0.0622578709
42033,0.329,0.158,0.0705380577
42035,0.315,0.156,0.0719470199
42037,0.349,0.15,0.0601901975
42039,0.341,0.161,0.0572359463
42041,0.264,0.117,0.0445158403
42043,0.307,0.155,0.0528697873
42045,0.251,0.139,0.054936454
42047,0.275,0.128,0.0507632886
42049,0.307,0.144,0.061268544
42051,0.362,0.179,0.0761782787
42053,0.333,0.17,0.079398028
42055,0.3,0.149,0.0528750739
42057,0.329,0.141,0.0680187638
42059,0.329,0.152,0.0544713237
42061,0.295,0.151,0.0773284686
42063,0.361,0.159,0.0590141921
42065,0.29,0.149,0.0629640343
42067,0.332,0.145,0.0556783407
42069,0.3,0.154,0.0655067682
42071,0.294,0.146,0.0456965871
42073,0.325,0.143,0.062098099
42075,0.311,0.155,0.0488574693
42077,0.285,0.163,0.0603916343
42079,0.291,0.175,0.0725443474
42081,0.299,0.138,0.0606984976
42083,0.311,0.155,0.0627076412
42085,0.334,0.148,0.0593662558
42087,0.318,0.158,0.0623811335
42089,0.27,0.172,0.0742911651
42091,0.239,0.104,0.0461548377
42093,0.322,0.128,0.0459272097
42095,0.281,0.141,0.0590864177
42097,0.34,0.157,0.0658550461
42099,0.329,0.122,0.0514975042
42101,0.292,0.227,0.0800473009
